Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
69.0,0.298503170230964,2.14272151611193,-1.54214297177705,1.56133190619696,0.938108024652659,-2.14567269892859,1.40556856926536,-0.778458743012393,0.328636441067941,0.127497138229711,1.61279907284482,-0.0963770304463607,0.65479027128109,-4.31837785899177,1.03860348560684,0.404686812382194,2.72916803684328,1.11586360275427,-0.70381403125983,0.676953714414688,-0.290986926566703,-2.34693934265881E-4,0.0921744202720123,0.586205254664035,-0.397313834676348,-0.48094888073418,0.251145000441888,-0.242278599734987,0.78,0
239.0,1.16752665064507,-0.318288402459783,0.502463956274064,0.0339040538689639,-0.584284751589151,0.0245916884758148,-0.41373755283127,0.186412000534142,0.605944768348411,-0.221309819249767,1.11579321751842,0.941680713570008,-0.744337284208546,0.111580899397211,-0.686027922518499,-0.433618407727209,0.250640521635578,-0.596921963915549,0.394674869539615,-0.138335663486367,-0.0405441754050944,0.092396039733822,-0.0383209193849185,0.115914748956021,0.319733279260604,1.12532706189125,-0.058855273536438,-0.0141915693890441,10.0,0
328.0,-4.2364194365614,-4.45978420817933,1.38181330753237,1.117079983866,6.04448632417373,-3.49844717455499,-2.74089249524011,0.372155021989722,-0.214338183400329,-0.242299844238643,-1.68184422142821,0.605227561748964,1.70299548484522,0.0754578904558116,0.565157459769119,0.515252808861653,-1.18463076442973,0.38155908706706,-0.280158912665367,1.39409341078279,0.397071817427759,-0.432517322445141,0.612506739185081,-1.01636197197221,0.630372560196861,-0.498140915033867,-0.0947744893726817,0.208038267368797,2.5,0
406.0,-2.3122265423263,1.95199201064158,-1.60985073229769,3.9979055875468,-0.522187864667764,-1.42654531920595,-2.53738730624579,1.39165724829804,-2.77008927719433,-2.77227214465915,3.20203320709635,-2.89990738849473,-0.595221881324605,-4.28925378244217,0.389724120274487,-1.14074717980657,-2.83005567450437,-0.0168224681808257,0.416955705037907,0.126910559061474,0.517232370861764,-0.0350493686052974,-0.465211076182388,0.320198198514526,0.0445191674731724,0.177839798284401,0.261145002567677,-0.143275874698919,0.0,1
472.0,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.0677936531906277,-0.270952836226548,-0.838586564582682,-0.414575448285725,-0.503140859566824,0.676501544635863,-1.69202893305906,2.00063483909015,0.666779695901966,0.599717413841732,1.72532100745514,0.283344830149495,2.10233879259444,0.661695924845707,0.435477208966341,1.37596574254306,-0.293803152734021,0.279798031841214,-0.145361714815161,-0.252773122530705,0.0357642251788156,529.0,1
599.0,0.142623031085026,0.615164602555194,1.4215469925973,1.29121735809183,-0.61799716922571,-0.428987746432248,0.678547976171663,-0.367664403623437,0.162606581131061,0.270924218440451,-0.367729528391386,0.131576417215044,-0.0929870346182179,-0.286104225916766,0.421350576291474,-1.08750136370836,0.541915715656718,-0.464147857798045,1.78234107407874,0.118753324343239,-0.118523734103548,0.0739006450306557,0.295626882781679,0.74064572022135,-1.54420934515933,0.133509983769342,-0.00146588876790675,0.0148129316682875,55.61,0
702.0,-0.648437676021913,0.68748795261096,0.816516718539552,-0.0756621821782644,0.318651013641962,0.731318810302604,1.21083958366489,0.0959167654527762,-0.635234741516372,-0.41325765289029,0.514315510296292,0.295632213273212,-0.101799015205832,0.307406245724732,-0.0150154289810349,0.534861288795974,-1.03023336923303,0.36400250977619,-0.773372230529409,-0.175161240068209,0.161745826878095,0.433919522944586,-0.170272269112999,-0.848165441169036,0.366474708200934,-0.370503801536041,-0.0471270800639031,-0.0561811470380403,143.9,0
758.0,1.19519127138882,0.164981643880673,0.608915328282132,0.653733944125657,-0.51161034817632,-0.725919182970613,-0.0551234656389155,-0.0499000242730368,0.119843037855709,-0.0903811393659534,0.183991622568234,0.208131187420986,-0.4279167917051,0.419562100898434,1.33284165629264,-0.0537961960964934,0.0121375190109133,-1.01631343726278,-0.595658868516383,-0.179902324875629,-0.216481539371151,-0.623973795916533,0.21507230739731,0.376696218573818,0.0788021046734884,0.106358277597961,-0.0163464062691794,0.0173503819036471,0.99,0
936.0,0.98737332748063,-1.02303120797375,0.295023730594439,0.347226540437022,-0.739013708073264,0.661733064319757,-0.577507690575287,0.0962648533963851,-0.750066007842887,0.762813538152001,-0.147795614827735,0.704244417482061,1.13219464093595,-0.236830515019068,-0.360102232220445,-0.923806326069433,-0.771706367127915,2.24655505969901,-0.447615146290045,-0.0830160402263874,-0.15043554322682,-0.19436966200534,-0.376601436618507,-0.829535842163766,0.608160081188547,-0.188824281826711,0.0433215559824197,0.0450421510759822,189.0,0
1204.0,1.36456255456043,-1.17826786086475,0.650370848989553,-1.28398758393745,-1.74050375350776,-0.877664123966652,-0.948682470189026,-0.222740752696938,-1.82401189859086,1.36610308231307,-0.340770714027147,-0.573506954367671,1.04406905068517,-0.464184190652609,0.708726338537801,-0.202627077469525,0.398901244873574,-0.130847114621126,-0.265683368483704,-0.145874711098376,-0.319807496711274,-0.707460026926,0.110776976587373,0.357285914423322,0.1222131723591,-0.419706314182279,0.0327841880505145,0.0434289771680548,84.68,0
